,3,5,10,20,30,40,50,60,70,80,90,100
test,-1.2075999056487252,-0.7948833796949238,-0.7291467416802346,-0.7300621078098419,-0.7318928336416861,-0.7322685754910413,-0.7335929979267097,-0.7310264161395712,-0.7372230840871217,-0.74200537019362,-0.7389436064331512,-0.7384879789656562
train,-1.4284660548152506,-1.0899633677499427,-1.0229693861470333,-1.0214532946746206,-1.0227794662635183,-1.023595139069026,-1.0246740735651816,-1.0233860921993068,-1.0275789672825943,-1.0304770986747067,-1.0291140190603028,-1.0300670718949738
