,3,5,10,20,30,40,50,60,70,80,90,100
test,-1.4438471122264296,-1.3203603399856516,-1.2028913127127625,-1.1726385554434773,-1.1762612418454648,-1.1829982477548306,-1.184334679441235,-1.1879067756001815,-1.1893080288727502,-1.1928547967751437,-1.1890567925570639,-1.1946409504314004
train,-1.8769463045713874,-1.6178723934665562,-1.530214762207677,-1.504045766967289,-1.5047006676825248,-1.5076496528885397,-1.5071609330133662,-1.5095937234679835,-1.5102608272164733,-1.5129145213084445,-1.5085094598379865,-1.5119649886675723
