,3,5,10,20,30,40,50,60,70,80,90,100
test,-1.3635971439164118,-1.1022634697010927,-0.9936978191110567,-0.9728310192321471,-0.9747322548160682,-0.9746921050466334,-0.9757516484639297,-0.9741530151507094,-0.9757360917132523,-0.9749919589557011,-0.9773421639529252,-0.9782708624208786
train,-1.6816024398104976,-1.428978345312774,-1.3490754725163374,-1.320570929044846,-1.3221010368633057,-1.3215191025152015,-1.322514012521392,-1.3219839898414745,-1.3234784957375205,-1.3240139850058106,-1.3257587448614419,-1.3263188316944263
