,3,5,10,20,30,40,50,60,70,80,90,100
test,-1.4253748814507836,-0.9933092105327918,-0.8783132764764094,-0.8784026953957678,-0.874728827338101,-0.8766765884704408,-0.879527670728405,-0.8837587394145217,-0.8837545068934055,-0.8843535942893073,-0.8891402539543585,-0.8959624283260774
train,-1.687389387770817,-1.287816425244618,-1.2111245625082943,-1.2014740962914565,-1.1953515989995072,-1.1981409432742731,-1.2002551295816166,-1.2044020847152248,-1.2021491259490062,-1.2042639618563207,-1.2061380495264011,-1.2099240498900146
