,3,5,10,20,30,40,50,60,70,80,90,100
test,-1.9494714035866285,-1.2116530410377682,-1.1249546118299478,-1.0737511675758924,-1.0729029189132153,-1.0716903657044907,-1.0735198099643664,-1.0711632877894126,-1.0750810336710628,-1.0716501793039206,-1.074724426155845,-1.0725232073714561
train,-2.193228428988564,-1.5616380428487675,-1.4648801146165156,-1.4324941060820007,-1.4289362239740966,-1.4275128380871531,-1.4295945726385375,-1.426536553646164,-1.4298678307007535,-1.4269558649679914,-1.429095972130786,-1.42758988533717
