n_topics,topic,word_idx,weight
3.0,1.0,0.0,1.2630731589524657e-06
3.0,1.0,1.0,0.0008127642213366926
3.0,1.0,2.0,0.00832411926239729
3.0,1.0,3.0,2.3551980120828375e-05
3.0,1.0,4.0,1.2900737829113496e-06
3.0,1.0,5.0,1.687278927420266e-05
3.0,1.0,6.0,1.4616251746701892e-06
3.0,1.0,7.0,1.2985055946046486e-06
3.0,1.0,8.0,1.2630731589524657e-06
3.0,1.0,9.0,0.5454105138778687
3.0,1.0,10.0,0.14630936086177826
3.0,1.0,11.0,0.08039069175720215
3.0,1.0,12.0,0.06525256484746933
3.0,1.0,13.0,0.04944298416376114
3.0,1.0,14.0,0.06281926482915878
3.0,1.0,15.0,0.03978632763028145
3.0,1.0,16.0,1.2630731589524657e-06
3.0,1.0,17.0,1.3700909221370239e-05
3.0,1.0,18.0,0.0002757641486823559
3.0,1.0,19.0,0.000245011382503435
3.0,1.0,20.0,1.2630731589524657e-06
3.0,1.0,21.0,0.0008564071613363922
3.0,1.0,22.0,1.2630731589524657e-06
3.0,1.0,23.0,9.681418305262923e-06
3.0,2.0,0.0,2.4746697135924478e-08
3.0,2.0,1.0,0.999913215637207
3.0,2.0,2.0,2.912625518547429e-07
3.0,2.0,3.0,2.5838666317667958e-08
3.0,2.0,4.0,2.5843858608709525e-08
3.0,2.0,5.0,2.6448423895431006e-08
3.0,2.0,6.0,2.6740556435811413e-08
3.0,2.0,7.0,2.8177687738661916e-08
3.0,2.0,8.0,2.4746697135924478e-08
3.0,2.0,9.0,4.4182971237205493e-07
3.0,2.0,10.0,2.476440386089962e-08
3.0,2.0,11.0,2.4756579009022062e-08
3.0,2.0,12.0,2.4762877970374575e-08
3.0,2.0,13.0,2.4766226403016844e-08
3.0,2.0,14.0,2.4756452887686464e-08
3.0,2.0,15.0,2.4771402706846857e-08
3.0,2.0,16.0,2.4746697135924478e-08
3.0,2.0,17.0,8.533260552212596e-05
3.0,2.0,18.0,2.7614402142717154e-07
3.0,2.0,19.0,2.475447757888105e-08
3.0,2.0,20.0,2.4746697135924478e-08
3.0,2.0,21.0,2.474914495564917e-08
3.0,2.0,22.0,2.4746697135924478e-08
3.0,2.0,23.0,2.4751154015234533e-08
3.0,3.0,0.0,2.395153231304903e-08
3.0,3.0,1.0,0.001205031294375658
3.0,3.0,2.0,0.18431463837623596
3.0,3.0,3.0,0.1541312336921692
3.0,3.0,4.0,0.20975783467292786
3.0,3.0,5.0,0.15314728021621704
3.0,3.0,6.0,0.15116305649280548
3.0,3.0,7.0,0.14626234769821167
3.0,3.0,8.0,2.395153231304903e-08
3.0,3.0,9.0,2.3988912190020528e-08
3.0,3.0,10.0,2.3983499630730876e-08
3.0,3.0,11.0,2.3983494301660357e-08
3.0,3.0,12.0,2.399568899136284e-08
3.0,3.0,13.0,2.4003730558774805e-08
3.0,3.0,14.0,2.397705678447437e-08
3.0,3.0,15.0,2.4047334790111563e-08
3.0,3.0,16.0,2.395153231304903e-08
3.0,3.0,17.0,2.400282284042987e-08
3.0,3.0,18.0,1.079136836779071e-05
3.0,3.0,19.0,4.064678705617553e-06
3.0,3.0,20.0,2.395153231304903e-08
3.0,3.0,21.0,3.1545407637167955e-06
3.0,3.0,22.0,2.395153231304903e-08
3.0,3.0,23.0,3.399315460228536e-07
5.0,1.0,0.0,2.0948752066374254e-08
5.0,1.0,1.0,8.824399264995009e-05
5.0,1.0,2.0,2.1377443815140396e-08
5.0,1.0,3.0,0.037994422018527985
5.0,1.0,4.0,0.3051321804523468
5.0,1.0,5.0,0.22321660816669464
5.0,1.0,6.0,0.22035261988639832
5.0,1.0,7.0,0.21320930123329163
5.0,1.0,8.0,2.0948752066374254e-08
5.0,1.0,9.0,2.0952562351794768e-08
5.0,1.0,10.0,2.0951771873001235e-08
5.0,1.0,11.0,2.095089435272257e-08
5.0,1.0,12.0,2.0952757751047102e-08
5.0,1.0,13.0,2.095270090762824e-08
5.0,1.0,14.0,2.0950785994955368e-08
5.0,1.0,15.0,2.095548801150926e-08
5.0,1.0,16.0,2.0948752066374254e-08
5.0,1.0,17.0,2.0949347145915453e-08
5.0,1.0,18.0,2.0949256551716644e-08
5.0,1.0,19.0,2.0949634915723436e-08
5.0,1.0,20.0,2.0948752066374254e-08
5.0,1.0,21.0,5.823790161230136e-06
5.0,1.0,22.0,2.0948752066374254e-08
5.0,1.0,23.0,5.261260298539128e-07
5.0,2.0,0.0,1.2294558473513462e-06
5.0,2.0,1.0,0.0008212309330701828
5.0,2.0,2.0,2.2435779101215303e-06
5.0,2.0,3.0,1.2295872693357524e-06
5.0,2.0,4.0,1.2295619171709404e-06
5.0,2.0,5.0,1.2295462283873348e-06
5.0,2.0,6.0,1.2295691931285546e-06
5.0,2.0,7.0,1.2295259921302204e-06
5.0,2.0,8.0,1.2294558473513462e-06
5.0,2.0,9.0,0.8826477527618408
5.0,2.0,10.0,0.11633163690567017
5.0,2.0,11.0,1.2295851092858356e-06
5.0,2.0,12.0,1.2295156466279877e-06
5.0,2.0,13.0,1.2295153055674746e-06
5.0,2.0,14.0,1.2295015494601103e-06
5.0,2.0,15.0,1.2295137139517465e-06
5.0,2.0,16.0,1.2294558473513462e-06
5.0,2.0,17.0,4.8306144890375435e-05
5.0,2.0,18.0,0.00012671378499362618
5.0,2.0,19.0,1.2305166592341266e-06
5.0,2.0,20.0,1.2294558473513462e-06
5.0,2.0,21.0,1.2295606666157255e-06
5.0,2.0,22.0,1.2294558473513462e-06
5.0,2.0,23.0,1.229512690770207e-06
5.0,3.0,0.0,1.489276701960307e-08
5.0,3.0,1.0,0.9999144673347473
5.0,3.0,2.0,1.502963442590044e-08
5.0,3.0,3.0,1.4987433516466808e-08
5.0,3.0,4.0,1.500096580286936e-08
5.0,3.0,5.0,1.5023184474216578e-08
5.0,3.0,6.0,1.503943458658341e-08
5.0,3.0,7.0,1.5134876463207547e-08
5.0,3.0,8.0,1.489276701960307e-08
5.0,3.0,9.0,1.4895252142821391e-08
5.0,3.0,10.0,1.4894347089011717e-08
5.0,3.0,11.0,1.4893384303604762e-08
5.0,3.0,12.0,1.4893664079806967e-08
5.0,3.0,13.0,1.4893759114897875e-08
5.0,3.0,14.0,1.4893367428214788e-08
5.0,3.0,15.0,1.4893998923071194e-08
5.0,3.0,16.0,1.489276701960307e-08
5.0,3.0,17.0,8.525331213604659e-05
5.0,3.0,18.0,1.4893315025688025e-08
5.0,3.0,19.0,1.4892979294245379e-08
5.0,3.0,20.0,1.489276701960307e-08
5.0,3.0,21.0,1.489291800993442e-08
5.0,3.0,22.0,1.489276701960307e-08
5.0,3.0,23.0,1.4892965971569083e-08
5.0,4.0,0.0,4.5346006061208755e-08
5.0,4.0,1.0,0.012757977470755577
5.0,4.0,2.0,0.5820817947387695
5.0,4.0,3.0,0.403735876083374
5.0,4.0,4.0,0.0013691755011677742
5.0,4.0,5.0,4.603912628908802e-08
5.0,4.0,6.0,4.5971361828378576e-08
5.0,4.0,7.0,4.619108651127135e-08
5.0,4.0,8.0,4.5346006061208755e-08
5.0,4.0,9.0,4.535315767384418e-08
5.0,4.0,10.0,4.535469244615342e-08
5.0,4.0,11.0,4.535099762392747e-08
5.0,4.0,12.0,4.534977904313564e-08
5.0,4.0,13.0,4.535052156029451e-08
5.0,4.0,14.0,4.534848230264288e-08
5.0,4.0,15.0,4.535237962954852e-08
5.0,4.0,16.0,4.5346006061208755e-08
5.0,4.0,17.0,4.534947706247294e-08
5.0,4.0,18.0,4.041944703203626e-05
5.0,4.0,19.0,1.3907889297115617e-05
5.0,4.0,20.0,4.5346006061208755e-08
5.0,4.0,21.0,4.53477078110609e-08
5.0,4.0,22.0,4.5346006061208755e-08
5.0,4.0,23.0,4.534767228392411e-08
5.0,5.0,0.0,1.978933369173319e-06
5.0,5.0,1.0,0.0019153902539983392
5.0,5.0,2.0,0.0001484829990658909
5.0,5.0,3.0,0.01605757512152195
5.0,5.0,4.0,0.000305774447042495
5.0,5.0,5.0,0.0027889700140804052
5.0,5.0,6.0,5.324412995832972e-05
5.0,5.0,7.0,5.621741820505122e-06
5.0,5.0,8.0,1.978933369173319e-06
5.0,5.0,9.0,0.0035594457294791937
5.0,5.0,10.0,0.19480615854263306
5.0,5.0,11.0,0.2099204808473587
5.0,5.0,12.0,0.1703909933567047
5.0,5.0,13.0,0.12910795211791992
5.0,5.0,14.0,0.1640368402004242
5.0,5.0,15.0,0.10389209538698196
