,3,5,10,20,30,40,50,60,70,80,90,100
test,-0.40890886032682305,-0.37895860944703735,-0.373816002583126,-0.37924485444312606,-0.3780829480441191,-0.38024515516426466,-0.38263253472056197,-0.38530199533185244,-0.3871510501386649,-0.38888904195736185,-0.3912017678434526,-0.3934008489640145
train,-0.5957116096732624,-0.5539181596621983,-0.5462593123601587,-0.5516050889048584,-0.5533084596406004,-0.5562778691273591,-0.5602446503475008,-0.563986439703788,-0.5674520800964451,-0.5712467415972712,-0.5753461386637093,-0.5781899510616269
