,3,5,10,20,30,40,50,60,70,80,90,100
test,-1.727892307280279,-1.3078491631871112,-1.1842752606567992,-1.1469737930628336,-1.1469620063128585,-1.1513832985875696,-1.1488148209538651,-1.1586108185523185,-1.150527552980259,-1.1647478205434667,-1.1546489041418033,-1.1527688721239724
train,-1.972260633233759,-1.612109119648815,-1.5277216742352224,-1.4940848003788552,-1.4925177407748236,-1.4944783600360358,-1.491236895555196,-1.4973701837099198,-1.4927542029198921,-1.5008748508278307,-1.4958637302196869,-1.4946741112232997
