,3,5,10,20,30,40,50,60,70,80,90,100
test,-0.6591521432725549,-0.5727051593302716,-0.5638914278176623,-0.5644353398439439,-0.5663552389133567,-0.5613780306966238,-0.5652038152627202,-0.566013263676677,-0.5723425952309669,-0.568442773178126,-0.569562996003361,-0.5713344106247374
train,-0.9153835602468483,-0.829043906062787,-0.8080769264892277,-0.8058119390455664,-0.8073894366099097,-0.8050236260719682,-0.8087514719085176,-0.8104929320673453,-0.8158353497441656,-0.8136183328548536,-0.8156027275435911,-0.8171226227068951
