train_acc,train_tpr,train_tnr,train_f1,test_acc,test_tpr,test_tnr,test_f1,start,end
0.6415042547351084,0.3941176470588235,0.6504764613852937,0.0714539637397796,0.6278814489571899,0.3515625,0.6379408418657565,0.06224066390041493,1,1
0.6334065330771342,0.45098039215686275,0.6400227563646708,0.07928300586004824,0.632821075740944,0.328125,0.6439135381114903,0.05907172995780591,1,2
0.636769146307988,0.4470588235294118,0.6436495519840706,0.07931814228561489,0.637211855104281,0.328125,0.6484641638225256,0.059743954480796585,1,3
0.6618858083996706,0.4235294117647059,0.6705305077513867,0.08061205448777756,0.6599890230515917,0.2890625,0.6734926052332195,0.05635948210205636,1,4
0.6668267911062311,0.4137254901960784,0.6760062580002845,0.07996967974227781,0.6652030735455543,0.2890625,0.678896473265074,0.05718701700154559,1,5
0.7120505078232227,0.3862745098039216,0.7238657374484426,0.08583877995642701,0.7154226125137212,0.28125,0.7312286689419796,0.06492335437330929,1,6
0.7066291517979687,0.3843137254901961,0.7183188735599488,0.08399400042854083,0.70801317233809,0.3046875,0.7226962457337884,0.06830122591943959,1,7
0.6981196815811145,0.39215686274509803,0.7092163276916512,0.08335069806209626,0.7014270032930845,0.3125,0.7155858930602957,0.06849315068493152,1,8
