session_user_id,certification
61913d61f4571d60c0b7c89a107032ddcc21df3b,0
cfbe4c80274312e7a46d985cad3fb0ccfce909d3,0
9906c82972893d08ac0c12db819e94b38e2633d4,0
d74c9fbd265c0f01aebc1bb6d8ce865b8449f84e,0
cc7fc329595ca511b074b8776ae685da4a11f3df,0
64a89f10def5dc18b34a2ca55834ea594acd4c8e,0
ed5410edcb69050454ffdaf74e423978746d576a,0
5a809df51f35b3975a99dc1807686f981341c626,0
abcaa5e3bef42993a3d0867d9b714c10a7724636,0
dbe11bf8154cfa39ced3bb21953958680361dfce,0
24c995239b3320640faf52e1870b3f7be97c9d0c,0
3d853b4b69d9aed7b9f663cd6e86f5b9fc05b21c,0
e3f805fc8786e36a6ec2ea7ec6e3622358d9f8d3,0
7ecb5e6e2749639bb892b68a3775333774979ab6,0
e47a49b693ece34638cce22b1777b5639448d63e,0
7affad98ae9fa3639ca321d024ae93debf621a14,0
26f78639afd416b7796bdf5a06df5d6ae2c72aa0,0
372b529fd0858410404a5916af6afdcd4b247d2f,0
e8337656d563d856d2b0bc2d1ef4449a1d1d7d41,0
bf5de0cf842b23dd9c9f428e5325cf0407713c9e,0
de6d1584eb0112e88f1c1173f39e57333e138d74,0
9375a04e45cdc88155c800f79a12ab1719e4f645,0
5fedc5e9dd6f06f4235d7ea10cde4d4cd78d3829,0
aae560b1d5573823cf7150fd6292ad50869ad1f7,0
b4d96b60c75075564d7ac913cdfb7038339d4da6,0
025beb14f794bf7b85f2acd2c2c8fde2ff1bd887,0
0c0d498a5379210aafeaf3ed62cd8d27ff386824,0
36eaa6ac62d268244a2d7247778bb83fcfd4a4ab,0
870ba4fe24026bffd99c534b0861a45953ce1ac0,0
293dcecf90f386a3a63c4c2ffc1257e459cc1bf3,0
f278049fc23b6c63edec2398fd4ddb612d2c1dcd,0
a9a7c6d60cea6a870481a8700b1c689a46ff86d8,0
b000f6a1ca6da8929a9ebd8ea81c734cba11e65d,0
3c416241526fa6cdbd0ad4b6eca548816a028a10,0
edd75c8a197184084d96d0640ac372f210d4a8a0,0
5e7ac8973456c35dbf22635935ebdb36df77a025,0
c9dcf016443462537fb9c7c0ea75ea2de373ff63,0
0a9f3061eb2804ba3f07c682773cbc5e9e1ec35d,0
1209db55dbe464105824a6a2fb24b5e1bef3bace,0
b456c5b9769cfc1f377c1cdb53cdf1cff21768ae,0
f92a8590ca2500bc0dff1b4508370efdd6d56a04,0
008732a2906a0ab2ba4611e275910988723fac23,0
85606371e715a42d1d05ae81131e626930a740c1,0
1ce29df2aa05919a0504f11e2bd09c1678b54198,0
df237c30ee577407fa1e282c927e4b171b8952f6,0
949bd20bff3ef3084388df13a6109d2f138b984f,0
cf42367bb287a9307fb7254d48bd6a655d3f733d,0
f63558db0a2517e6108c04f8ba53c96bbfd1dc36,0
af9dfef380e9de5e746d288cc45078a7f5248bc8,0
2b640ac5bd30ab3319e66f304eee364184ca881f,0
16f4a7b57de2974eb5b87a3f8765ccf1b81b131d,0
a083dece79931ff4c90167813d4cd4db1da321a6,0
eaa1d6dcf51513833a56cb37ef2db5865acfaa83,0
a1935743cbd7fe0798a7757949880e6f8ec5d671,0
ce663189b49bd187b64264dbdd226dcf29f39bab,0
02a434d424f88ebf6c7963800115d8ed46ddfaa2,0
7c555cdf1190bae6f340e87e08f1d7d562be7187,0
8712ed834eb0f571a94857134ade2216564deb18,0
016310ed1aa67e40462d9a5dddd3cca9de6ccba5,0
1319205e0c7b342012787ca90199f587b647c4ff,0
6fc2a9737b12c039fbd634511f6b7a1dcb91800d,0
ec1bd37048071114e86736b9c3bb7a5a27d5285a,0
c36f2abba396a6526bbd061b96f5001e23a49565,0
7d854cabde0b55ce10a675fbc0329e13080b3397,0
1f00eb00a7f70e3761baa9394a82d59fdeb20af7,0
3ca58df3227530c7150afdd7322a7c42480464de,0
14927b2c665203db1bc184caa40fb0d0c08e4b4e,1
53df4f91c3a633140c076146af677f2e1fd48e72,0
de4daac65ea88e2cd34f529e47568b3ff1123453,0
40c9975b39c63cdff284402f126155ed0f830589,0
d09ee71fb38c1aed95b8bfe2708654382edd78e0,0
294c7d4866d9d68556fbc3d2566d28c38378d459,0
e76337d50c042e6589e034536c221f523182a1cc,0
302aa7ffc519cbfda3f3d257d664e7f237dc630a,0
218c5110dc9e116bb646b0fd15818f612a031988,0
f94a3c0d2fc52fdf1d2e3cf0b6ee49891c08fbfa,0
0455c8da43b41dfac30767042c403d74cc467d5a,0
6eebd9d0243708e2a8ff7c5c9fe0c25e34934776,1
3f64b5c9b1e31f64d9c9a1c5c336776a65c47432,0
be14a2d0ba9bffc717366b685578d54331ec68fd,0
a878a279b2852a59b0cea88ff8d2751cb511db21,0
a7121f50d717ed88fa5e7fadde0e3815ffa128de,0
99121ff6162d386fb77bf4f1863e9907acbf555e,0
b9611fc47d6ef164abf344d9673ea4611eb237fb,0
47d1e6a0267d0e1833fd528ce061d8c2c329d5fb,0
a4d10d6de68c3c6927a2489566b8c703ed93b85d,0
88aaecc76dddf465f80f79c9e8dd469efc84bdf5,0
bcbb7398fc2990ff94bac40f0ba864fe544c159f,0
568e01ea1c3c43762490e068267c9896fc660cf1,0
462fb98546b98b807f5e89da0edb33899d3da653,0
456f03d725e3dfb6817c20e489bf9d5f95e2dbb3,0
e37b99ea23a02ec680d82905056f21533b2f1f17,0
9dc58719eb3cea9c583d24994914a36063d573d2,0
e5fbf37396eb8017442a84903bb9455394e1e49c,0
583b5dbca782d7167ff3acb2ea59f47d5afa6e4b,0
bcad5ab30f80ca2eab4f93941ca61ecc9cc29c8e,0
6cc79468c6fab0963e67fd7d7c37a08750b51a5a,0
59c483a019ab905a14b392fde7525bc75b6e9637,0
cc3cc2f5db3f2c08fecc275fdf2968a6bb813b5f,0
062b25bc907acacc6c8a1f05ea50dde8eb2e0fe6,0
2434a1ac7fa72881bd421d2f7896a5621550ecf2,0
684d544e00302ffbd3b068455065fbbb674184b0,0
96a1fe26b022a770b0ac263a7da4444b2dbad798,0
2086677a4a10e732f9cc398e7e7de4174fc89240,0
3c82346f943ca05c956aaa09f86ac813af23eb74,0
b5e47bb57fe16a57a36ebf4692c35b0153a72613,0
6c8b1619502e87eff081d939ae7d490b27ba4138,0
84a5d03dcb35624016fe59530cf7130029d0c59e,0
