,3,5,10,20,30,40,50,60,70,80,90,100
test,-0.27306410512741286,-0.2682142347055868,-0.2658441300616237,-0.2741346345469652,-1.619097195313578,-1.9474069967353795,-2.2650975891825853,-2.6031285066156613,-2.9060259171284364,-3.2498921381001518,-3.5494394486418672,-3.87362278206349
train,-0.4366556526374673,-0.4239111953463367,-0.4239335521580817,-0.4275308571970851,-0.5687553228131905,-0.6031502785798434,-0.6370019471153825,-0.6719521771628361,-0.7009989215867063,-0.7390123768085022,-0.7685460971471239,-0.8006496418432466
