n_topics,topic,word_idx,weight
3.0,1.0,0.0,0.9999938607215881
3.0,1.0,1.0,6.35404484583546e-09
3.0,1.0,2.0,6.246593464709349e-09
3.0,1.0,3.0,6.314720746303237e-09
3.0,1.0,4.0,6.369302862907489e-09
3.0,1.0,5.0,6.137900410152497e-09
3.0,1.0,6.0,6.137900410152497e-09
3.0,1.0,7.0,6.137900410152497e-09
3.0,1.0,8.0,5.940645678492729e-06
3.0,1.0,9.0,6.143273889591683e-09
3.0,1.0,10.0,6.139480923650353e-09
3.0,1.0,11.0,6.1383462757191865e-09
3.0,1.0,12.0,6.1383045313334605e-09
3.0,1.0,13.0,6.137900410152497e-09
3.0,1.0,14.0,6.137900410152497e-09
3.0,1.0,15.0,6.137900410152497e-09
3.0,1.0,16.0,6.137965247177135e-09
3.0,1.0,17.0,6.137900410152497e-09
3.0,1.0,18.0,6.137900410152497e-09
3.0,1.0,19.0,6.137900410152497e-09
3.0,1.0,20.0,6.137900410152497e-09
3.0,1.0,21.0,6.137900410152497e-09
3.0,1.0,22.0,6.137900410152497e-09
3.0,1.0,23.0,6.137900410152497e-09
3.0,2.0,0.0,0.011865656822919846
3.0,2.0,1.0,0.9879180788993835
3.0,2.0,2.0,4.996064362217112e-08
3.0,2.0,3.0,4.977460577038073e-08
3.0,2.0,4.0,5.0022197939370017e-08
3.0,2.0,5.0,4.595890956693438e-08
3.0,2.0,6.0,4.595890956693438e-08
3.0,2.0,7.0,4.595890956693438e-08
3.0,2.0,8.0,0.00017591191863175482
3.0,2.0,9.0,3.944549462175928e-05
3.0,2.0,10.0,4.756314808673778e-08
3.0,2.0,11.0,4.619823101847942e-08
3.0,2.0,12.0,4.613073301129589e-08
3.0,2.0,13.0,4.595890956693438e-08
3.0,2.0,14.0,4.595890956693438e-08
3.0,2.0,15.0,4.595890956693438e-08
3.0,2.0,16.0,4.5959016148344745e-08
3.0,2.0,17.0,4.595890956693438e-08
3.0,2.0,18.0,4.595890956693438e-08
3.0,2.0,19.0,4.595890956693438e-08
3.0,2.0,20.0,4.595890956693438e-08
3.0,2.0,21.0,4.595890956693438e-08
3.0,2.0,22.0,4.595890956693438e-08
3.0,2.0,23.0,4.595890956693438e-08
3.0,3.0,0.0,0.0019192666513845325
3.0,3.0,1.0,0.00030126050114631653
3.0,3.0,2.0,0.4825535714626312
3.0,3.0,3.0,0.35151466727256775
3.0,3.0,4.0,0.16353654861450195
3.0,3.0,5.0,5.726359830759975e-08
3.0,3.0,6.0,5.726359830759975e-08
3.0,3.0,7.0,5.726359830759975e-08
3.0,3.0,8.0,4.1424243590881815e-07
3.0,3.0,9.0,3.6768749851034954e-05
3.0,3.0,10.0,7.204636494861916e-05
3.0,3.0,11.0,4.726417682832107e-05
3.0,3.0,12.0,1.7364985978929326e-05
3.0,3.0,13.0,5.726359830759975e-08
3.0,3.0,14.0,5.726359830759975e-08
3.0,3.0,15.0,5.726359830759975e-08
3.0,3.0,16.0,5.726406371309167e-08
3.0,3.0,17.0,5.726359830759975e-08
3.0,3.0,18.0,5.726359830759975e-08
3.0,3.0,19.0,5.726359830759975e-08
