,3,5,10,20,30,40,50,60,70,80,90,100
test,-0.6137854480810938,-0.5614559096835414,-0.5436300557196652,-0.5396513585237098,-2.0043342458185807,-2.3717491510973083,-2.70663858082298,-3.050542925619119,-3.40617791553408,-3.753912312945436,-4.119702346534671,-4.466980352311235
train,-1.1081080784441888,-0.8695001517385166,-0.8366272777932091,-0.838185351539002,-1.0499584310516465,-1.1005207650008781,-1.145501996020751,-1.1943252782853633,-1.2422698046886411,-1.2933480126999453,-1.3426510436038313,-1.391287096700165
