,3,5,10,20,30,40,50,60,70,80,90,100
test,-0.19805780026998326,-0.1667117510293002,-0.16374950296062077,-1.1691430412828565,-1.544164353008329,-1.8055351798809387,-2.121847843163942,-2.442293598849912,-2.7458284148698047,-3.113228949026456,-3.4262494318006373,-3.7105502732372893
train,-0.26430140547251535,-0.21892557031374477,-0.2852155712237701,-0.3559050877772067,-0.33096407763698676,-0.32860138213067114,-0.35541561070718364,-0.34100522875545136,-0.3492498413667837,-0.34795922517011035,-0.3581169909514009,-0.35719072056622053
