,3,5,10,20,30,40,50,60,70,80,90,100
test,-0.4640758787334292,-0.43411518339515587,-0.4261349344230171,-0.44397858943584334,-1.855771954061415,-2.162167015137476,-2.5002524809239857,-2.828500565593734,-3.156879796997745,-3.52398794094781,-3.84548164558988,-4.188970308050693
train,-0.8429803135340161,-0.6593686710591998,-0.6469903124289315,-0.6496732645621668,-0.8164019021626094,-0.850695526845414,-0.8870566272840958,-0.9263844853653582,-0.9624490761869924,-1.003558597010843,-1.0387950755219397,-1.0761652991461506
